old_name,new_name
"ACCEL DIAGNOSTICS, LLC","ACCEL DIAGNOSTICS, LLC"
"ABSCO THERAPEUTICS, INC. D/B/A ABSCOTX","ABSCO THERAPEUTICS, INC. D/B/A ABSCOTX"
"ACATECHOL, INC.","ACATECHOL, INC."
ACADEMY FOR GLOBAL CITIZENSHIP,ACADEMY FOR GLOBAL CITIZENSHIP
"ACADEMIC WEB PAGES, INC.","ACADEMIC WEB PAGES, INC."
"ACADEMIC CONSORTIUM FOR INTEGRATIVE MEDICINE AND HEALTH, INC.","ACADEMIC CONSORTIUM FOR INTEGRATIVE MEDICINE AND HEALTH, INC."
"ABWIZ BIO, INC.","ABWIZ BIO, INC."
ABSENTEE SHAWNEE TRIBE OF OKLAHOMA,ABSENTEE SHAWNEE TRIBE OF OKLAHOMA
"ABSCO THERAPEUTICS, INC.","ABSCO THERAPEUTICS, INC."
A CUBED DESIGN LLC,A CUBED DESIGN LLC
ABLELINK SMART LIVING TECHNOLOGIES LLC,ABLELINK SMART LIVING TECHNOLOGIES LLC
AAVSO,AAVSO
AAKHA BIOLOGICS INC.,AAKHA BIOLOGICS INC.
AAIIT LLC,AAIIT LLC
A.T. STILL UNIVERSITY OF HEALTH SCIENCES,A.T. STILL UNIVERSITY OF
"A-TEK, INC.","A-TEK, INC."
ADVANCED MOLECULAR HEALIX INC.,ADVANCED MOLECULAR HEALIX INC.
"ADVANCED MRI TECHNOLOGY, LLC","ADVANCED MRI TECHNOLOGY, LLC"
ADVANCED OPTRONICS,ADVANCED OPTRONICS
"ALEO BME, INC.","ALEO BME, INC."
ALL-IN PEPPERS AND SPECIALTY PRODUCE LLC,ALL-IN PEPPERS AND SPECIALTY PRODUCE LLC
"ALKEUS PHARMACEUTICALS, INC.","ALKEUS PHARMACEUTICALS, INC."
"ALIGOS THERAPEUTICS, INC.","ALIGOS THERAPEUTICS, INC."
ALGOFACE INC,ALGOFACE INC
ALGEN BIOTECHNOLOGIES INC,ALGEN BIOTECHNOLOGIES INC
"ALERJE, INC.","ALERJE, INC."
ALELOPHARMA INC.,ALELOPHARMA INC.
"ALLERGY AMULET, INC.","ALLERGY AMULET, INC."
ALCORIX,ALCORIX
ALCHEMY COATINGS INC,ALCHEMY COATINGS INC
ALCHEM LABORATORIES CORPORATION,ALCHEM LABORATORIES CORPORATION
"ALCAMENA STEM CELL THERAPEUTICS, LLC","ALCAMENA STEM CELL THERAPEUTICS, LLC"
"ALAUNUS BIOSCIENCES, INC.","ALAUNUS BIOSCIENCES, INC."
ALASKA STATE DEPARTMENT OF HLTH-SOC SVCS,ALASKA STATE DEPARTMENT OF HLTH-SOC SVCS
ALLERDIA INC,ALLERDIA INC
ALLEVIATE SOLUTIONS INC,ALLEVIATE SOLUTIONS INC
"ADVANCED OPTRONICS, INC.","ADVANCED OPTRONICS, INC."
ALS THERAPY DEVELOPMENT FOUNDATION,ALS THERAPY DEVELOPMENT FOUNDATION
"ALVA HEALTH, INC.","ALVA HEALTH, INC."
"ALUME BIOSCIENCES, INC.","ALUME BIOSCIENCES, INC."
"ALTYX SURGICAL, INC.","ALTYX SURGICAL, INC."
"ALTVIVO, INC.","ALTVIVO, INC."
ALTRUMED LLC,ALTRUMED LLC
"ALTERNATIVE ENERGY MATERIALS, LLC","ALTERNATIVE ENERGY MATERIALS, LLC"
"ALPHAMEMORY, LLC","ALPHAMEMORY, LLC"
ALLIANCE NCTN FOUNDATION,ALLIANCE NCTN FOUNDATION
ALPHA YOUNG LLC,ALPHA YOUNG LLC
ALPHA GENESIS INC,ALPHA GENESIS INC
"ALPENGLOW BIOSCIENCES, INC.","ALPENGLOW BIOSCIENCES, INC."
ALLYX THERAPEUTICS INC.,ALLYX THERAPEUTICS INC.
"ALLIUM ENGINEERING, INC","ALLIUM ENGINEERING, INC"
"ALLIED INNOVATIVE SYSTEMS, LLC","ALLIED INNOVATIVE SYSTEMS, LLC"
ALARA IMAGING INC.,ALARA IMAGING INC.
ALABAMA FIRE COLLEGE AND PERSONNEL STANDARDS COMMISSION D/B/A ALABAMA FIRE COLLEGE,ALABAMA FIRE COLLEGE AND PERSONNEL STANDARDS COMMISSION D/B/A ALABAMA FIRE COLLEGE
"AKTTYVA THERAPEUTICS, INC.","AKTTYVA THERAPEUTICS, INC."
"AEGISCN, LLC","AEGISCN, LLC"
"AEROSHIELD MATERIALS, INC.","AEROSHIELD MATERIALS, INC."
AEROMUTABLE CORPORATION,AEROMUTABLE CORPORATION
"AEROCYTEK, INC.","AEROCYTEK, INC."
"AERIS WATER TECHNOLOGIES, LLC","AERIS WATER TECHNOLOGIES, LLC"
"AERHART, LLC","AERHART, LLC"
"AEON IMAGING, LLC","AEON IMAGING, LLC"
ADVISORY AEROSPACE OSC LLC,ADVISORY AEROSPACE OSC LLC
"AKROTOME IMAGING, INC.","AKROTOME IMAGING, INC."
"ADVERTENT BIOTHERAPEUTICS, INC.","ADVERTENT BIOTHERAPEUTICS, INC."
"ADVENT THERAPEUTICS, INC.","ADVENT THERAPEUTICS, INC."
"ADVARRA, INC.","ADVARRA, INC."
"ADVANTAGE THERAPEUTICS, INC","ADVANTAGE THERAPEUTICS, INC"
ADVANCEDCPR SOLUTIONS LLC,ADVANCEDCPR SOLUTIONS LLC
ADVANCED SMART SYSTEMS/EVALUATION TECHNO,ADVANCED SMART SYSTEMS/EVALUATION TECHNO
"AESCULATECH, INC.","AESCULATECH, INC."
AFFERENCE INC,AFFERENCE INC
"AFFINERGY, LLC","AFFINERGY, LLC"
"AFFIRMED PHARMA, LLC","AFFIRMED PHARMA, LLC"
"AGIL THERAPEUTICS, INC.","AGIL THERAPEUTICS, INC."
"AGILEMD, INC.","AGILEMD, INC."
AI LINEAR INC.,AI LINEAR INC.
AI POW LLC,AI POW LLC
AI SENSE LLC,AI SENSE LLC
AI-NEOTECH LLC,AI-NEOTECH LLC
AIKIDO TECHNOLOGIES INC,AIKIDO TECHNOLOGIES INC
"AIR COMPANY HOLDINGS, INC.","AIR COMPANY HOLDINGS, INC."
"AIRALUX MEDICAL, INC.","AIRALUX MEDICAL, INC."
AJK BIOPHARMACEUTICAL LLC,AJK BIOPHARMACEUTICAL LLC
AKELOS INC.,AKELOS INC.
"AKONNI BIOSYSTEMS, INC.","AKONNI BIOSYSTEMS, INC."
"AKORN TECHNOLOGY, INC.","AKORN TECHNOLOGY, INC."
AUXILIUM BIOTECHNOLOGIES INC.,AUXILIUM BIOTECHNOLOGIES INC.
"AV-CONNECT, INC.","AV-CONNECT, INC."
"CEREVU MEDICAL, INC.","CEREVU MEDICAL, INC."
Board of Regents of the University of Nebraska,University of Nebraska
Board of Trustees at the University of Illinois,Board of Trustees
"Board of Regents, obo University of Nevada, Reno","Board of Regents,"
"Board of Regents, University of Nebraska-Lincoln","Board of Regents, University of Nebraska-Lincoln"
"Board of Regents, NSHE, obo UNLV","Board of Regents, NSHE,"
"Board of Regents, NSHE obo Nevada State University","Board of Regents, NSHE"
Board of Regents of the University of Wisconsin System,University of Wisconsin System
Board of Regents of UW System for U of Wisconsin-Milwaukee,UW System for U of Wisconsin-Milwaukee
Board of Trustees of the University of Northern Colorado,University of Northern Colorado
Board of Regents,Board of Regents
Bluegrass Community & Technical College Adv Manufacturing Center,Bluegrass Community & Technical College Adv Manufacturing Center
Bloomsburg University of Pennsylvania,Bloomsburg University of Pennsylvania
Blackfeet Indian Reservation - THPO,Blackfeet Indian Reservation
Biospherical Instruments Inc,Biospherical Instruments Inc
BiomeSense,BiomeSense
Board of Trustees of the Leland Stanford Junior Unrd University,Leland Stanford Junior Unrd University
"Board of Trustees, St. Petersburg College","Board of Trustees, St. Petersburg College"
Biodesign Challenge Inc.,Biodesign Challenge Inc.
Buffalo State College,Buffalo State College
"CACTUS BIO, LLC","CACTUS BIO, LLC"
"CACHE DNA, INC.","CACHE DNA, INC."
CABRERA RESEARCH LAB LLC,CABRERA RESEARCH LAB LLC
CA101518 Viterbi Computer Science,CA101518 Viterbi Computer Science
"C. LIGHT TECHNOLOGIES, INC.","C. LIGHT TECHNOLOGIES, INC."
Butte-Glenn Community College District,Butte-Glenn Community College District
Brown University Mathematics,Brown University Mathematics
Boise State,Boise State
Brown University CS Dept,Brown University CS Dept
Brigham Young University Math Department,Brigham Young University Math Department
"Boston University, Physics Department","Boston University, Physics Department"
Boston University Deaf Center,Boston University Deaf Center
Boston College Mathematics Dept,Boston College Mathematics Dept
Boomplaas Cave,Boomplaas Cave
Biological Sciences Curriculum Study,Biological Sciences Curriculum Study
Biochip Labs,Biochip Labs
"BOR, NSHE, obo Desert Research Institute","BOR, NSHE,"
"BRAINSTORM THERAPEUTICS, INC.","BRAINSTORM THERAPEUTICS, INC."
"BRIXTON BIOSCIENCES, INC.","BRIXTON BIOSCIENCES, INC."
"BRIGHTON DEVELOPMENT, LLC","BRIGHTON DEVELOPMENT, LLC"
"BRIGHTLIGHT PHOTONICS, INC","BRIGHTLIGHT PHOTONICS, INC"
BRIACELL THERAPEUTICS CORP,BRIACELL THERAPEUTICS Corporation
BRANCHPOINT BIOSCIENCES INC.,BRANCHPOINT BIOSCIENCES INC.
"BRAINXELL, INC.","BRAINXELL, INC."
BRAIN THRIVE TECHNOLOGY LLC,BRAIN THRIVE TECHNOLOGY LLC
BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB,BROOKHAVEN SCIENCE Association-BROOKHAVEN LAB
BOYCE THOMPSON INST FOR PLANT RESEARCH,BOYCE THOMPSON Institute FOR PLANT RESEARCH
"BOULDER CARE, INC.","BOULDER CARE, INC."
BOTSWANA- UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE HEALTH INITIATIVE,BOTSWANA- UNIVERSITY OF MARYLAND
BOSTON INTERACTOME LLC,BOSTON INTERACTOME LLC
BOSTON CELL STANDARDS INC,BOSTON CELL STANDARDS INC
BOSTON AI LLC,BOSTON AI LLC
"BRONXWORKS, INC.","BRONXWORKS, INC."
BROOKLYN INNOSEQ INC.,BROOKLYN INNOSEQ INC.
BioDynamik Inc.,BioDynamik Inc.
Baskin School of Engineering,Baskin School of Engineering
BioAmp Diagnostics,BioAmp Diagnostics
Big Bear Solar Observatory,Big Bear Solar Observatory
Bezwada Biomedical,Bezwada Biomedical
Beckman Research Institute City of Hope,Beckman Research Institute City of Hope
Bay area bioscience education community,Bay area bioscience education community
Battelle Education,Battelle Education
Banff Centre for Arts and Creatiity,Banff Centre for Arts and Creatiity
BROWNSVILLE INDEPENDENT SCHOOL DISTRICT,BROWNSVILLE INDEPENDENT SCHOOL DISTRICT
Baltimore Algebra Project,Baltimore Algebra Project
BURST DIAGNOSTICS LLC,BURST DIAGNOSTICS LLC
"BURLINGTON BIO, INC.","BURLINGTON BIO, INC."
"BUMPTUP LABS, INC.","BUMPTUP LABS, INC."
"BULLSEYE BIODEVICES, INC.","BULLSEYE BIODEVICES, INC."
"BSOLUTIONS, INC.","BSOLUTIONS, INC."
"CADENZAMED, LLC","CADENZAMED, LLC"
"CADRE BIOSCIENCE, LLC","CADRE BIOSCIENCE, LLC"
"CALI'S BOOKS, LLC","CALI'S BOOKS, LLC"
CELL PODIUM,CELL PODIUM
"CELLFORMA, INC","CELLFORMA, INC"
CELLFE INC.,CELLFE INC.
CELLECHO INC,CELLECHO INC
"CELLDOM, INC.","CELLDOM, INC."
CELLARCUS BIOSCIENCES INC,CELLARCUS BIOSCIENCES INC
"CELL PRESERVATION SERVICES, INC.","CELL PRESERVATION SERVICES, INC."
"CELL MICROSYSTEMS, INC.","CELL MICROSYSTEMS, INC."
"CELLINFINITY BIO, INC.","CELLINFINITY BIO, INC."
CELESTIAL THERAPEUTICS INC.,CELESTIAL THERAPEUTICS INC.
CELESTIAL ONCOLOGY INC.,CELESTIAL ONCOLOGY INC.
CE-RI-SS MATERIALS LLC,CE-RI-SS MATERIALS LLC
"CBEZ, LLC","CBEZ, LLC"
CAUSALIT LLC,CAUSALIT LLC
CATHPRO TECHNOLOGIES LLC,CATHPRO TECHNOLOGIES LLC
CELLIBRE INC,CELLIBRE INC
"CELLSIGHT TECHNOLOGIES, INC.","CELLSIGHT TECHNOLOGIES, INC."
"CALIMETRIX, LLC","CALIMETRIX, LLC"
CENTRE OF EXCELLENCE IN HEALTH MONITORING AND EVALUATION,CENTRE OF EXCELLENCE IN HEALTH MONITORING AND EVALUATION
"CEREVEL THERAPEUTICS, LLC","CEREVEL THERAPEUTICS, LLC"
CEREUS DIAGNOSTICS CORP.,CEREUS DIAGNOSTICS Corporation.
CERETYPE NEUROMEDICINE IN,CERETYPE NEUROMEDICINE IN
"CERESTI HEALTH, INC.","CERESTI HEALTH, INC."
CENTRO INTERNACIONAL  (CIDEIM),CENTRO INTERNACIONAL (CIDEIM)
CENTREXION THERAPEUTICS CORPORATION,CENTREXION THERAPEUTICS CORPORATION
CENTRE DE GENETIQUE HUMAINE,CENTRE DE GENETIQUE HUMAINE
CELLULAR VEHICLES INC.,CELLULAR VEHICLES INC.
CENTIVAX INC,CENTIVAX INC
"CENTER ON RURAL INNOVATION, INC","CENTER ON RURAL INNOVATION, INC"
"CENTER MOM, INC.","CENTER MOM, INC."
"CENTER FOR BIOETHICS AND RESEARCH, NIGERIA","CENTER FOR BIOETHICS AND RESEARCH, NIGERIA"
CENSYN INC,CENSYN INC
"CENNA BIOSCIENCES, INC.","CENNA BIOSCIENCES, INC."
CATALYST COOPERATIVE,CATALYST COOPERATIVE
CASTNER INCORPORATED,CASTNER INCORPORATED
"CASTLE CREEK BIOSCIENCES, LLC","CASTLE CREEK BIOSCIENCES, LLC"
"CANCER TARGETED TECHNOLOGY, LLC","CANCER TARGETED TECHNOLOGY, LLC"
CANOPII INC.,CANOPII INC.
"CANOMIKS, INC.","CANOMIKS, INC."
CANNABIS REGULATORS ASSOCIATION,CANNABIS REGULATORS ASSOCIATION
"CANGET BIOTEKPHARMA, LLC","CANGET BIOTEKPHARMA, LLC"
"CANETIA ANALYTICS, INC.","CANETIA ANALYTICS, INC."
"CANCURE, LLC","CANCURE, LLC"
CANAIRY LLC,CANAIRY LLC
"CASCADE METRIX, LLC","CASCADE METRIX, LLC"
CAMPESINOS SIN FRONTERAS,CAMPESINOS SIN FRONTERAS
"CAMINO PHARMA, LLC","CAMINO PHARMA, LLC"
CAMBRIDGE TERAHERTZ INC,CAMBRIDGE TERAHERTZ INC
"CAMBRIDGE POLYMER GROUP, INC.","CAMBRIDGE POLYMER GROUP, INC."
CALLAHAN-YOUNG LLC,CALLAHAN-YOUNG LLC
CALIS BOOKS INC,CALIS BOOKS INC
CANTATA BIO LLC,CANTATA BIO LLC
"CAPESYM, INC.","CAPESYM, INC."
"CAPIENDA BIOTECH, LLC","CAPIENDA BIOTECH, LLC"
CARAHSOFT TECHNOLOGY CORPORATION,CARAHSOFT TECHNOLOGY CORPORATION
CARBIDE RADIO INC,CARBIDE RADIO INC
"CARE PROGRESS, LLC","CARE PROGRESS, LLC"
"CARE WEATHER TECHNOLOGIES, LLC","CARE WEATHER TECHNOLOGIES, LLC"
CARE4QOL LLC,CARE4QOL LLC
CAREEVOLUTION LLC,CAREEVOLUTION LLC
CAREYAYA HEALTH TECHNOLOGIES INC,CAREYAYA HEALTH TECHNOLOGIES INC
CARIBBEAN REGENERATIVE COMMUNITY DEVELOPMENT INC,CARIBBEAN REGENERATIVE COMMUNITY DEVELOPMENT INC
"CARING TECHNOLOGIES, INC.","CARING TECHNOLOGIES, INC."
CARNEGIE INSTITUTION OF WASHINGTON,CARNEGIE INSTITUTION OF WASHINGTON
CAROGEN CORPORATION,CAROGEN CORPORATION
"CAROLINA INSTRUMENTS, INC.","CAROLINA INSTRUMENTS, INC."
"CARTESIAN SYSTEMS, INC.","CARTESIAN SYSTEMS, INC."
CASCADE BIOCATALYSTS INC.,CASCADE BIOCATALYSTS INC.
"BORROW MY GLASSES, LLC","BORROW MY GLASSES, LLC"
"BOR, NSHE obo the University of Nevada, Las Vegas","BOR, NSHE"
"AVANPORE, LLC","AVANPORE, LLC"
"Arizona Board of Regants, University of Arizona","Arizona Board of Regants, University of Arizona"
Associated Universities Inc/National Radio Astronomy Observatory,Associated Universities Inc/National Radio Astronomy Observatory
Associated Universities Inc/Green Bank Observatory,Associated Universities Inc/Green Bank Observatory
Ascribe Bioscience Inc.,Ascribe Bioscience Inc.
Arkansas Science & Technology Authority,Arkansas Science & Technology Authority
Arizona State UniversityAZ Board of Regents on behalf of Arizona,Arizona State UniversityAZ Board of Regents on behalf of Arizona
Arizona Board of Regents for  on behalf of Arizona State U,Arizona Board of Regents for on behalf of Arizona State U
"Arizona Boad of Regents, University of Arizona","Arizona Boad of Regents, University of Arizona"
Astronomy Department at the University of Texas at Austin,Astronomy Department
Arieca Inc.,Arieca Inc.
"Arecibo Observatory, Puerto Rico","Arecibo Observatory, Puerto Rico"
"Archbold Expeditions, Inc.","Archbold Expeditions, Inc."
Apricity Robotics,Apricity Robotics
Applied Physics Laboratory - UW,Applied Physics Laboratory
Apache Point Observatory,Apache Point Observatory
Association of Children's Museums,Association of Children's Museums
Athem LLC,Athem LLC
Andluca Technologies Inc.,Andluca Technologies Inc.
BACTRIA PHARMACEUTICALS LLC,BACTRIA PHARMACEUTICALS LLC
"BASS AGRITECH, INC","BASS AGRITECH, INC"
"BASIC HEALTH INTERNATIONAL, INC.","BASIC HEALTH INTERNATIONAL, INC."
"BARRETT TECHNOLOGY, LLC","BARRETT TECHNOLOGY, LLC"
BARAU DIKKO TEACHING HOSPITAL/ KADUNA STATE UNIVERSITY,BARAU DIKKO TEACHING HOSPITAL/ KADUNA STATE UNIVERSITY
BANFIELDBIO INC.,BANFIELDBIO INC.
BALLYDEL TECHNOLOGIES INC.,BALLYDEL TECHNOLOGIES INC.
"BACKYARD BRAINS, INC.","BACKYARD BRAINS, INC."
Atom Bioworks Inc,Atom Bioworks Inc
"BACKSTOP NEURAL, INC.","BACKSTOP NEURAL, INC."
"BACKSTOP NEURAL, INC","BACKSTOP NEURAL, INC"
"B A MAZE, INC.","B A MAZE, INC."
"Axon Dx, LLC","Axon Dx, LLC"
"Augusta University Research Institute, Inc.","Augusta University Research Institute, Inc."
Atomnaut Inc.,Atomnaut Inc.
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago
Andes Lidar Observatory,Andes Lidar Observatory
"BOOKLILLICARES, LLC","BOOKLILLICARES, LLC"
AVSANA LABS INCORPORATED,AVSANA LABS INCORPORATED
AZ Board of Regents on behalf of Arizona State,AZ Board of Regents on behalf of Arizona State
AYUDA MEDICAL,AYUDA MEDICAL
AYANA BIO LLC,AYANA BIO LLC
AXPRO SEMI,AXPRO SEMI
"AXONOVA MEDICAL, LLC","AXONOVA MEDICAL, LLC"
AXIOFORCE INC,AXIOFORCE INC
"AVISI TECHNOLOGIES, LLC","AVISI TECHNOLOGIES, LLC"
Academy of Natural Sciences of Drexel University,Academy of Natural Sciences of Drexel University
"AVICENATECH, CORP.","AVICENATECH, Corporation."
"AVIARA PHARMACEUTICALS, INC.","AVIARA PHARMACEUTICALS, INC."
"AVERY DIGITAL DATA, INC.","AVERY DIGITAL DATA, INC."
AVERY BIO CORPORATION,AVERY BIO CORPORATION
AVEERA MEDICAL INC.,AVEERA MEDICAL INC.
"AVANT GENOMICS, Inc","AVANT GENOMICS, Inc"
"Abram Scientific, Inc.","Abram Scientific, Inc."
"Accelerate Wind, Inc","Accelerate Wind, Inc"
"Amplified Sciences, LLC","Amplified Sciences, LLC"
"Airity Technologies, Inc.","Airity Technologies, Inc."
American Modeling Teachers Association,American Modeling Teachers Association
"Amberstone Biosciences, Inc.","Amberstone Biosciences, Inc."
"Alchemie Solutions, Inc.","Alchemie Solutions, Inc."
Alamo Community College District Northeast Lakeview College,Alamo Community College District Northeast Lakeview College
Alamo Community College District - St. Philip's College,Alamo Community College District
"Akanocure Pharmaceuticals, Inc.","Akanocure Pharmaceuticals, Inc."
Air Force Institute of Tech,Air Force Institute of Tech
AccuBreath Inc.,AccuBreath Inc.
"Aidar Health, Inc","Aidar Health, Inc"
"AgroSpheres, Inc.","AgroSpheres, Inc."
Affectifi Inc.,Affectifi Inc.
"Aerospace Engineering Dept., Iowa State University","Aerospace Engineering Dept., Iowa State University"
"Advanced Cooling Technologies, Inc.","Advanced Cooling Technologies, Inc."
Adavance Nanolytics Inc,Adavance Nanolytics Inc
"BATANDCAT, INC.","BATANDCAT, INC."
BATTELLE MEMORIAL INSTITU,BATTELLE MEMORIAL INSTITU
BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE
"BIOPRINTING LABORATORIES, INC.","BIOPRINTING LABORATORIES, INC."
BIOTA INC.,BIOTA INC.
"BIOSYNESIS, INC.","BIOSYNESIS, INC."
"BIOSYMETRICS, INC.","BIOSYMETRICS, INC."
"BIOSETTIA, INC.","BIOSETTIA, INC."
"BIOSENS8, INC.","BIOSENS8, INC."
BIOREALM,BIOREALM
"BIOPLATINUM TECHNOLOGIES, LLC","BIOPLATINUM TECHNOLOGIES, LLC"
BIOTRONIC INNOVATIONS LLC,BIOTRONIC INNOVATIONS LLC
"BIOPARIN, LLC","BIOPARIN, LLC"
"BIOPAC SYSTEMS, INC.","BIOPAC SYSTEMS, INC."
BIONIC SKINS LLC,BIONIC SKINS LLC
"BIOMOTUM, LLC","BIOMOTUM, LLC"
"BIOMOTIVATE, LLC","BIOMOTIVATE, LLC"
"BIOMIMICS, LLC","BIOMIMICS, LLC"
"BIOTEX, INC.","BIOTEX, INC."
"BIOVINC, LLC","BIOVINC, LLC"
"BAY GENOMICS, LLC","BAY GENOMICS, LLC"
"BLUEBIRD PHOTONICS, INC","BLUEBIRD PHOTONICS, INC"
"BOLDEN THERAPEUTICS, INC.","BOLDEN THERAPEUTICS, INC."
"BOBCATBIO, INC.","BOBCATBIO, INC."
BOARD OF TRUSTEES OF ILLINOIS STATE UNIVERSITY,ILLINOIS STATE UNIVERSITY
"BMSEED, LLC","BMSEED, LLC"
BLUUMBIO INC,BLUUMBIO INC
"BLUEGRASS ADVANCED MATERIALS, LLC","BLUEGRASS ADVANCED MATERIALS, LLC"
"BLUE MARBLE REHAB, INC.","BLUE MARBLE REHAB, INC."
"BIOXYTECH RETINA, INC.","BIOXYTECH RETINA, INC."
"BLUE IRIS LABS, INC.","BLUE IRIS LABS, INC."
"BLOTTING INNOVATIONS, INC","BLOTTING INNOVATIONS, INC"
BLOOMER HEALTH TECH INC,BLOOMER HEALTH TECH INC
"BLOOM SCIENCE, INC.","BLOOM SCIENCE, INC."
BIRED IMAGING INC,BIRED IMAGING INC
"BIRCH BIOSCIENCES, LLC","BIRCH BIOSCIENCES, LLC"
"BIOMESENSE, INC.","BIOMESENSE, INC."
"BIOMEMBRETICS, INC.","BIOMEMBRETICS, INC."
BIOMEDIT LLC,BIOMEDIT LLC
BEHAIVIOR INC.,BEHAIVIOR INC.
"BERENDO SCIENTIFIC, LLC","BERENDO SCIENTIFIC, LLC"
"BEND HEALTH, INC","BEND HEALTH, INC"
"BELLBROOK LABS, LLC","BELLBROOK LABS, LLC"
"BELAY DIAGNOSTICS, LLC","BELAY DIAGNOSTICS, LLC"
"BEKEN BIO, INC.","BEKEN BIO, INC."
"BEHAVR, LLC","BEHAVR, LLC"
"BEESAFE LABS, LLC","BEESAFE LABS, LLC"
"BIOMEDINNOVATIONS, INC.","BIOMEDINNOVATIONS, INC."
BEATSON INSTITUTE FOR CANCER RESEARCH,BEATSON INSTITUTE FOR CANCER RESEARCH
"BEAMLINK, INC.","BEAMLINK, INC."
BEAMFEED LLC,BEAMFEED LLC
"BDH PHARMA, LLC","BDH PHARMA, LLC"
"BCN BIOSCIENCES, LLC","BCN BIOSCIENCES, LLC"
"BBC Studios Americas, Inc.","BBC Studios Americas, Inc."
"BETTER BRAINS, INC","BETTER BRAINS, INC"
"BEYOND BENIGN, INC.","BEYOND BENIGN, INC."
"BEYOND SILICON, INC.","BEYOND SILICON, INC."
BEYOND THE DOME INC,BEYOND THE DOME INC
BFIT,BFIT
"BIO TILLION, LLC","BIO TILLION, LLC"
BIOAESTHETICS CORPORATION,BIOAESTHETICS CORPORATION
"BIOAMP DIAGNOSTICS, INC.","BIOAMP DIAGNOSTICS, INC."
BIOCORRX PHARMACEUTICALS INC,BIOCORRX PHARMACEUTICALS INC
BIODIVERSITY OUTREACH NETWORK,BIODIVERSITY OUTREACH NETWORK
"BIOGRAFT, INC.","BIOGRAFT, INC."
BIOIMAGINIX LLC,BIOIMAGINIX LLC
"BIOINCEPT, LLC","BIOINCEPT, LLC"
"BIOKIER, INC.","BIOKIER, INC."
"BIOLATTICE, LLC","BIOLATTICE, LLC"
BIOLINQ INCORPORATED,BIOLINQ INCORPORATED
BIOMARKER CORPORATION,BIOMARKER CORPORATION
Echinacea Project,Echinacea Project
EcoAdapt,EcoAdapt
NORTH CAROLINA COMMUNITY HEALTH CTR/ASSN,NORTH CAROLINA COMMUNITY HEALTH Center/ASSN
Lygos Inc.,Lygos Inc.
MACHINE AND HUMAN INTERACTION LLC.,MACHINE AND HUMAN INTERACTION LLC.
"MABLOC, LLC","MABLOC, LLC"
"MABDX, INC.","MABDX, INC."
"M5 ENTERPRISE, LLC D/B/A EMEDICAL SENTRY","M5 ENTERPRISE, LLC D/B/A EMEDICAL SENTRY"
"M3SIM, LLC","M3SIM, LLC"
"M3D, INC.","M3D, INC."
LuxNour Technologies Inc,LuxNour Technologies Inc
"MADORRA, INC.","MADORRA, INC."
Luskin School of Public Affairs,Luskin School of Public Affairs
Louisiana State University and A & M College,Louisiana State University and A & M College
Louisiana State University & Agricultural and mechanical College,Louisiana State University & Agricultural and mechanical College
"Lopatto, Patrick","Lopatto, Patrick"
Logistics and Distribution Institute Lab(LoDi),Logistics and Distribution Institute Lab(LoDi)
Loggerhead Instruments,Loggerhead Instruments
MACROCYCLE TECHNOLOGIES INC.,MACROCYCLE TECHNOLOGIES INC.
MAE HEALTH INC,MAE HEALTH INC
Lincoln Park Zoological Society,Lincoln Park Zoological Society
"MAIA BIOTECHNOLOGY, INC.","MAIA BIOTECHNOLOGY, INC."
MAINSQUARE CO,MAINSQUARE CO
MAINE STATE DEPT/HEALTH/HUMAN SERVS,MAINE STATE DEPT/HEALTH/HUMAN SERVS
MAINE DEVELOPMENT FOUNDATION,MAINE DEVELOPMENT FOUNDATION
MAINE CENTER FOR COASTAL FISHERIES,MAINE CENTER FOR COASTAL FISHERIES
MAIN ENGINEERING LLC,MAIN ENGINEERING LLC
MAIJKER CORP.,MAIJKER Corporation.
MAGURO SURGICAL INC,MAGURO SURGICAL INC
MAGAZINE SCHOOL DISTRICT,MAGAZINE SCHOOL DISTRICT
MAGSORBEO BIOMEDICAL CORP,MAGSORBEO BIOMEDICAL Corporation
"MAGPAD, LLC","MAGPAD, LLC"
MAGNUS MEDICAL INC,MAGNUS MEDICAL INC
MAGNOLIA ELECTRONICS INC,MAGNOLIA ELECTRONICS INC
"MAGIC LIFESCIENCE, INC.","MAGIC LIFESCIENCE, INC."
"MAGGIE'S PEARL, LLC","MAGGIE'S PEARL, LLC"
Linguistics,Linguistics
Levisonics Inc.,Levisonics Inc.
LSU AGcenter,LSU AGcenter
"LUMICELL, INC.","LUMICELL, INC."
"LUTRIS, INC.","LUTRIS, INC."
"LUNEXUS SPACE, LLC","LUNEXUS SPACE, LLC"
LUMONIQ INC,LUMONIQ INC
LUMO IMAGING LLC,LUMO IMAGING LLC
LUMINOVA BIOTECH LLC,LUMINOVA BIOTECH LLC
LUMINA INSTRUMENTS INC.,LUMINA INSTRUMENTS INC.
LUMENASTRA,LUMENASTRA
LUXBIOME INC,LUXBIOME INC
"LUMEN BIOSCIENCE, INC.","LUMEN BIOSCIENCE, INC."
